SUA Code;SUA Name;Category;Producer Country;Share;Organic;Waste
1371;Almonds, in shell;Nuts;RoW;0.142;0;0.06
1371;Almonds, in shell;Nuts;Spain;0.274;0;0.06
1371;Almonds, in shell;Nuts;United States of America;0.584;0;0.06
1654;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;Vegetables;RoW;0.523;0;0.07
1654;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;Vegetables;India;0.175;0;0.07
1654;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;Vegetables;Syrian Arab Republic;0.302;0;0.07
1341;Apples;Fruits;RoW;0.193;0;0.07
1341;Apples;Fruits;France;0.807;0;0.07
1343;Apricots;Fruits;RoW;0.104;0;0.07
1343;Apricots;Fruits;France;0.648;0;0.07
1343;Apricots;Fruits;Turkey;0.248;0;0.07
1216;Artichokes;Vegetables;RoW;0.059;0;0.07
1216;Artichokes;Vegetables;France;0.711;0;0.07
1216;Artichokes;Vegetables;Spain;0.23;0;0.07
1211;Asparagus;Vegetables;RoW;0.227;0;0.07
1211;Asparagus;Vegetables;France;0.578;0;0.07
1211;Asparagus;Vegetables;Spain;0.194;0;0.07
1311;Avocados;Vegetables;RoW;0.242;0;0.07
1311;Avocados;Vegetables;Chile;0.131;0;0.07
1311;Avocados;Vegetables;Israel;0.165;0;0.07
1311;Avocados;Vegetables;Peru;0.253;0;0.07
1311;Avocados;Vegetables;Spain;0.208;0;0.07
1312;Bananas;Fruits;RoW;0.302;0;0.07
1312;Bananas;Fruits;Cameroon;0.2;0;0.07
1312;Bananas;Fruits;Colombia;0.13;0;0.07
1312;Bananas;Fruits;C么te d'Ivoire;0.228;0;0.07
1312;Bananas;Fruits;Suriname;0.139;0;0.07
115;Barley, average;Cereals, incl feed;RoW;0.013;0;0.045
115;Barley, average;Cereals, incl feed;France;0.987;0;0.045
0115_s;Barley, spring;Cereals;RoW;0.013;0;0.045
0115_s;Barley, spring;Cereals;France;0.987;0;0.045
0115_w;Barley, winter;Cereals;RoW;0.013;0;0.045
0115_w;Barley, winter;Cereals;France;0.987;0;0.045
1701;Beans, dry;Pulses;RoW;0.38;0;0.06
1701;Beans, dry;Pulses;China, mainland;0.223;0;0.06
1701;Beans, dry;Pulses;France;0.157;0;0.06
1701;Beans, dry;Pulses;United States of America;0.241;0;0.06
1355.01;Blueberries;Berries;RoW;0.1;0;0.07
1355.01;Blueberries;Berries;France;0.771;0;0.07
1355.01;Blueberries;Berries;Spain;0.129;0;0.07
1377;Brazil nuts, in shell;Nuts;RoW;0.142;0;0.06
1377;Brazil nuts, in shell;Nuts;Spain;0.274;0;0.06
1377;Brazil nuts, in shell;Nuts;United States of America;0.584;0;0.06
1702;Broad beans and horse beans, dry;Pulses, incl feed;RoW;0.069;0;0.06
1702;Broad beans and horse beans, dry;Pulses, incl feed;France;0.931;0;0.06
1243;Broad beans and horse beans, green;Vegetables;RoW;0.069;0;0.07
1243;Broad beans and horse beans, green;Vegetables;France;0.931;0;0.07
1192;Buckwheat;Seeds;RoW;0.068;0;0.06
1192;Buckwheat;Seeds;France;0.932;0;0.06
1212;Cabbages;Vegetables;RoW;0.214;0;0.07
1212;Cabbages;Vegetables;France;0.786;0;0.07
1229;Cantaloupes and other melons;Fruits;RoW;0.039;0;0.07
1229;Cantaloupes and other melons;Fruits;France;0.609;0;0.07
1229;Cantaloupes and other melons;Fruits;Morocco;0.11;0;0.07
1229;Cantaloupes and other melons;Fruits;Spain;0.242;0;0.07
1251;Carrots and turnips;Vegetables;RoW;0.176;0;0.07
1251;Carrots and turnips;Vegetables;France;0.824;0;0.07
1372;Cashew nuts, in shell;Nuts;RoW;0.459;0;0.06
1372;Cashew nuts, in shell;Nuts;India;0.325;0;0.06
1372;Cashew nuts, in shell;Nuts;C么te d'Ivoire;0.216;0;0.06
1213;Cauliflowers and broccoli, average;Vegetables;RoW;0.039;0;0.07
1213;Cauliflowers and broccoli, average;Vegetables;France;0.609;0;0.07
1213;Cauliflowers and broccoli, average;Vegetables;Morocco;0.11;0;0.07
1213;Cauliflowers and broccoli, average;Vegetables;Spain;0.242;0;0.07
01213_b;Broccoli;Vegetables;RoW;0.117;0;0.07
01213_b;Broccoli;Vegetables;France;0.883;0;0.07
01213_cf;Cauliflowers;Vegetables;RoW;0.117;0;0.07
01213_cf;Cauliflowers;Vegetables;France;0.883;0;0.07
1199.9;Cereals n.e.c.;Cereals;RoW;0.09;0;0.045
1199.9;Cereals n.e.c.;Cereals;France;0.91;0;0.045
1344.02;Cherries;Berries;RoW;0.058;0;0.07
1344.02;Cherries;Berries;France;0.841;0;0.07
1344.02;Cherries;Berries;Spain;0.101;0;0.07
1373;Chestnuts, in shell;Nuts;RoW;0.265;0;0.06
1373;Chestnuts, in shell;Nuts;France;0.551;0;0.06
1373;Chestnuts, in shell;Nuts;Spain;0.184;0;0.06
1703;Chick peas, dry;Pulses;RoW;0.257;0;0.06
1703;Chick peas, dry;Pulses;Argentina;0.102;0;0.06
1703;Chick peas, dry;Pulses;India;0.504;0;0.06
1703;Chick peas, dry;Pulses;Mexico;0.137;0;0.06
1652;Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw;Spices;RoW;0.082;0;0.07
1652;Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw;Spices;France;0.123;0;0.07
1652;Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw;Spices;Morocco;0.192;0;0.07
1652;Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw;Spices;Spain;0.603;0;0.07
1640;Cocoa beans;Stimulants;RoW;0.258;0;0.07
1640;Cocoa beans;Stimulants;Ghana;0.245;0;0.07
1640;Cocoa beans;Stimulants;C么te d'Ivoire;0.497;0;0.07
1460;Coconut, in shell;Nuts;RoW;0.112;0;0.06
1460;Coconut, in shell;Nuts;French Polynesia;0.107;0;0.06
1460;Coconut, in shell;Nuts;Indonesia;0.144;0;0.06
1460;Coconut, in shell;Nuts;Philippines;0.638;0;0.06
1610;Coffee, green;Stimulants;RoW;0.664;0;0.07
1610;Coffee, green;Stimulants;Brazil;0.336;0;0.07
1232;Cucumbers and gherkins, averrage;Vegetables;RoW;0.112;0;0.07
1232;Cucumbers and gherkins, averrage;Vegetables;France;0.651;0;0.07
1232;Cucumbers and gherkins, averrage;Vegetables;Spain;0.238;0;0.07
01232_gh;Cucumbers and gherkins, greenhouse;Vegetables;RoW;0.112;0;0.07
01232_gh;Cucumbers and gherkins, greenhouse;Vegetables;France;0.651;0;0.07
01232_gh;Cucumbers and gherkins, greenhouse;Vegetables;Spain;0.238;0;0.07
01232_of;Cucumbers and gherkins, openfield;Vegetables;RoW;0.112;0;0.07
01232_of;Cucumbers and gherkins, openfield;Vegetables;France;0.651;0;0.07
01232_of;Cucumbers and gherkins, openfield;Vegetables;Spain;0.238;0;0.07
1351.01;Currants;Berries;RoW;0.051;0;0.07
1351.01;Currants;Berries;France;0.949;0;0.07
1314;Dates;Fruits;RoW;0.113;0;0.07
1314;Dates;Fruits;Algeria;0.334;0;0.07
1314;Dates;Fruits;Tunisia;0.553;0;0.07
1599.1;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;Roots;RoW;0.121;0;0.24
1599.1;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;Roots;France;0.879;0;0.24
1233;Eggplants (aubergines);Vegetables;RoW;0.061;0;0.07
1233;Eggplants (aubergines);Vegetables;France;0.35;0;0.07
1233;Eggplants (aubergines);Vegetables;Spain;0.589;0;0.07
1315;Figs;Fruits;RoW;0.216;0;0.07
1315;Figs;Fruits;Turkey;0.784;0;0.07
1351.02;Gooseberries;Berries;RoW;1;0;0.07
1330;Grapes;Fruits;RoW;0.118;0;0.07
1330;Grapes;Fruits;France;0.882;0;0.07
1290.01;Green corn (maize);Vegetables;RoW;0.098;0;0.07
1290.01;Green corn (maize);Vegetables;France;0.902;0;0.07
1252;Green garlic;Vegetables;RoW;0.209;0;0.07
1252;Green garlic;Vegetables;France;0.474;0;0.07
1252;Green garlic;Vegetables;Spain;0.317;0;0.07
142;Groundnuts, excluding shelled;Nuts;RoW;0.142;0;0.06
142;Groundnuts, excluding shelled;Nuts;Spain;0.274;0;0.06
142;Groundnuts, excluding shelled;Nuts;United States of America;0.584;0;0.06
1374;Hazelnuts, in shell;Nuts;RoW;0.134;0;0.06
1374;Hazelnuts, in shell;Nuts;France;0.285;0;0.06
1374;Hazelnuts, in shell;Nuts;Turkey;0.581;0;0.06
1352;Kiwi fruit;Fruits;RoW;0.112;0;0.07
1352;Kiwi fruit;Fruits;France;0.526;0;0.07
1352;Kiwi fruit;Fruits;Italy;0.203;0;0.07
1352;Kiwi fruit;Fruits;New Zealand;0.159;0;0.07
1254;Leeks and other alliaceous vegetables;Vegetables;RoW;0.05;0;0.07
1254;Leeks and other alliaceous vegetables;Vegetables;France;0.832;0;0.07
1254;Leeks and other alliaceous vegetables;Vegetables;Belgium;0.118;0;0.07
1322;Lemons and limes;Fruits;RoW;0.167;0;0.07
1322;Lemons and limes;Fruits;Argentina;0.136;0;0.07
1322;Lemons and limes;Fruits;Spain;0.697;0;0.07
1704;Lentils, dry (organic);Pulses;RoW;0.067;0;0.06
1704;Lentils, dry (organic);Pulses;Canada;0.266;0;0.06
1704;Lentils, dry (organic);Pulses;China, mainland;0.237;0;0.06
1704;Lentils, dry (organic);Pulses;France;0.431;0;0.06
1214;Lettuce and chicory;Vegetables;RoW;0.073;0;0.07
1214;Lettuce and chicory;Vegetables;France;0.719;0;0.07
1214;Lettuce and chicory;Vegetables;Spain;0.208;0;0.07
1441;Linseed;Seeds;RoW;0.141;0;0.06
1441;Linseed;Seeds;Canada;0.281;0;0.06
1441;Linseed;Seeds;France;0.113;0;0.06
1441;Linseed;Seeds;Kazakhstan;0.128;0;0.06
1441;Linseed;Seeds;Russian Federation;0.337;0;0.06
1709.02;Lupins;Pulses;RoW;0.069;0;0.06
1709.02;Lupins;Pulses;France;0.931;0;0.06
112;Maize (corn);Cereals, incl feed;RoW;0.039;0;0.045
112;Maize (corn);Cereals, incl feed;France;0.961;0;0.045
1316;Mangoes, guavas and mangosteens;Fruits;RoW;0.204;0;0.07
1316;Mangoes, guavas and mangosteens;Fruits;Brazil;0.335;0;0.07
1316;Mangoes, guavas and mangosteens;Fruits;Israel;0.118;0;0.07
1316;Mangoes, guavas and mangosteens;Fruits;C么te d'Ivoire;0.107;0;0.07
1316;Mangoes, guavas and mangosteens;Fruits;Peru;0.236;0;0.07
118;Millet;Cereals;RoW;0.051;0;0.045
118;Millet;Cereals;France;0.949;0;0.045
1199.02;Mixed grain;Cereals;RoW;0.09;0;0.045
1199.02;Mixed grain;Cereals;France;0.91;0;0.045
1270;Mushrooms and truffles;Mushrooms;RoW;0.17;0;0.07
1270;Mushrooms and truffles;Mushrooms;France;0.481;0;0.07
1270;Mushrooms and truffles;Mushrooms;Netherlands;0.234;0;0.07
1270;Mushrooms and truffles;Mushrooms;Spain;0.115;0;0.07
117;Oats;Cereals, incl feed;RoW;0.069;0;0.045
117;Oats;Cereals, incl feed;France;0.931;0;0.045
1491.01;Oil palm fruit;Oil crops, tree;RoW;0.467;0;0.06
1491.01;Oil palm fruit;Oil crops, tree;China, mainland;0.258;0;0.06
1491.01;Oil palm fruit;Oil crops, tree;France;0.275;0;0.06
1450;Olives;Oil crops, tree;RoW;0.324;0;0.06
1450;Olives;Oil crops, tree;Italy;0.126;0;0.06
1450;Olives;Oil crops, tree;Spain;0.55;0;0.06
1253.02;Onions and shallots, dry (excluding dehydrated);Vegetables;RoW;0.179;0;0.07
1253.02;Onions and shallots, dry (excluding dehydrated);Vegetables;France;0.703;0;0.07
1253.02;Onions and shallots, dry (excluding dehydrated);Vegetables;Netherlands;0.118;0;0.07
1323;Oranges;Fruits;RoW;0.228;0;0.07
1323;Oranges;Fruits;Brazil;0.244;0;0.07
1323;Oranges;Fruits;Spain;0.528;0;0.07
1241.9;Other beans, green;Vegetables;RoW;1;0;0.07
1359.9;Other fruits, n.e.c.;Fruits;RoW;0.787;0;0.07
1359.9;Other fruits, n.e.c.;Fruits;Spain;0.213;0;0.07
1449.9;Other oil seeds, n.e.c.;Oil crops;RoW;0.467;0;0.06
1449.9;Other oil seeds, n.e.c.;Oil crops;China, mainland;0.258;0;0.06
1449.9;Other oil seeds, n.e.c.;Oil crops;France;0.275;0;0.06
1709.9;Other pulses n.e.c.;Pulses;RoW;0.38;0;0.06
1709.9;Other pulses n.e.c.;Pulses;China, mainland;0.223;0;0.06
1709.9;Other pulses n.e.c.;Pulses;France;0.157;0;0.06
1709.9;Other pulses n.e.c.;Pulses;United States of America;0.241;0;0.06
1699;Other stimulant, spice and aromatic crops, n.e.c.;Stimulants;RoW;0.274;0;0.07
1699;Other stimulant, spice and aromatic crops, n.e.c.;Stimulants;India;0.606;0;0.07
1699;Other stimulant, spice and aromatic crops, n.e.c.;Stimulants;Turkey;0.12;0;0.07
1290.9;Other vegetables, fresh n.e.c.;Vegetables;RoW;0.475;0;0.07
1290.9;Other vegetables, fresh n.e.c.;Vegetables;China, mainland;0.137;0;0.07
1290.9;Other vegetables, fresh n.e.c.;Vegetables;France;0.271;0;0.07
1290.9;Other vegetables, fresh n.e.c.;Vegetables;Belgium;0.117;0;0.07
1317;Papayas;Fruits;Brazil;0.804;0;0.07
1317;Papayas;Fruits;RoW;0.068;0;0.07
1317;Papayas;Fruits;Thailand;0.128;0;0.07
1345;Peaches and nectarines;Fruits;RoW;0.029;0;0.07
1345;Peaches and nectarines;Fruits;France;0.6;0;0.07
1345;Peaches and nectarines;Fruits;Spain;0.372;0;0.07
1342.01;Pears;Fruits;RoW;0.357;0;0.07
1342.01;Pears;Fruits;France;0.535;0;0.07
1342.01;Pears;Fruits;Belgium;0.108;0;0.07
1705;Peas, dry;Pulses, incl feed;RoW;0.015;0;0.06
1705;Peas, dry;Pulses, incl feed;France;0.985;0;0.06
1242;Peas, green;Vegetables;RoW;0.034;0;0.07
1242;Peas, green;Vegetables;France;0.966;0;0.07
1651;Pepper (Piper spp.), raw;Vegetables;Brazil;0.39;0;0.07
1651;Pepper (Piper spp.), raw;Vegetables;RoW;0.16;0;0.07
1651;Pepper (Piper spp.), raw;Vegetables;India;0.116;0;0.07
1651;Pepper (Piper spp.), raw;Vegetables;Indonesia;0.334;0;0.07
1318;Pineapples;Fruits;RoW;0.352;0;0.07
1318;Pineapples;Fruits;Costa Rica;0.455;0;0.07
1318;Pineapples;Fruits;Thailand;0.193;0;0.07
1313;Plantains and cooking bananas;Fruits;RoW;1;0;0.07
1346;Plums and sloes;Fruits;RoW;0.109;0;0.07
1346;Plums and sloes;Fruits;France;0.891;0;0.07
1321;Pomelos and grapefruits;Fruits;RoW;0.162;0;0.07
1321;Pomelos and grapefruits;Fruits;China, mainland;0.146;0;0.07
1321;Pomelos and grapefruits;Fruits;Israel;0.208;0;0.07
1321;Pomelos and grapefruits;Fruits;South Africa;0.211;0;0.07
1321;Pomelos and grapefruits;Fruits;Spain;0.139;0;0.07
1321;Pomelos and grapefruits;Fruits;United States of America;0.134;0;0.07
1448;Poppy seed;Seeds;RoW;0.07;0;0.06
1448;Poppy seed;Seeds;France;0.93;0;0.06
1510;Potatoes;Roots;RoW;0.146;0;0.24
1510;Potatoes;Roots;France;0.854;0;0.24
1235;Pumpkins, squash and gourds;Vegetables;RoW;0.06;0;0.07
1235;Pumpkins, squash and gourds;Vegetables;France;0.394;0;0.07
1235;Pumpkins, squash and gourds;Vegetables;Morocco;0.147;0;0.07
1235;Pumpkins, squash and gourds;Vegetables;Spain;0.399;0;0.07
1342.02;Quinces;Other;RoW;0.111;0;0.06
1342.02;Quinces;Other;Spain;0.518;0;0.06
1342.02;Quinces;Other;Turkey;0.371;0;0.06
1194;Quinoa;Seeds;Bolivia (Plurinational State of);0.805;0;0.06
1194;Quinoa;Seeds;RoW;0.007;0;0.06
1194;Quinoa;Seeds;Peru;0.188;0;0.06
1443;Rape or colza seed;Oil crops;RoW;0.304;0;0.06
1443;Rape or colza seed;Oil crops;France;0.696;0;0.06
01443_s;Rape or colza seed, spring;Oil crops;RoW;0.304;0;0.06
01443_s;Rape or colza seed, spring;Oil crops;France;0.696;0;0.06
01443_w;Rape or colza seed, winter;Oil crops;RoW;0.304;0;0.06
01443_w;Rape or colza seed, winter;Oil crops;France;0.696;0;0.06
1353.01;Raspberries;Berries;RoW;0.1;0;0.07
1353.01;Raspberries;Berries;France;0.771;0;0.07
1353.01;Raspberries;Berries;Spain;0.129;0;0.07
113;Rice;Cereals;RoW;0.09;0;0.045
113;Rice;Cereals;France;0.91;0;0.045
116;Rye;Cereals, incl feed;RoW;0.01;0;0.045
116;Rye;Cereals, incl feed;France;0.99;0;0.045
114;Sorghum;Cereals;RoW;0.013;0;0.045
114;Sorghum;Cereals;France;0.987;0;0.045
1344.01;Sour cherries;Fruits;RoW;1;0;0.07
141;Soya beans;Pulses;Argentina;0.131;0;0.06
141;Soya beans;Pulses;RoW;0.319;0;0.06
141;Soya beans;Pulses;Brazil;0.551;0;0.06
1215;Spinach;Vegetables;RoW;0.029;0;0.07
1215;Spinach;Vegetables;France;0.971;0;0.07
1354;Strawberries;Fruits;RoW;0.144;0;0.07
1354;Strawberries;Fruits;France;0.377;0;0.07
1354;Strawberries;Fruits;Spain;0.479;0;0.07
1801;Sugar beet;Sugar crops;RoW;0.068;0;0.045
1801;Sugar beet;Sugar crops;France;0.932;0;0.045
1802;Sugar cane;Sugar crops;RoW;0.068;0;0.045
1802;Sugar cane;Sugar crops;France;0.932;0;0.045
1445;Sunflower seed;Oil crops;RoW;0.266;0;0.06
1445;Sunflower seed;Oil crops;France;0.544;0;0.06
1445;Sunflower seed;Oil crops;Ukraine;0.19;0;0.06
1530;Sweet potatoes;Roots;RoW;0.254;0;0.24
1530;Sweet potatoes;Roots;Israel;0.125;0;0.24
1530;Sweet potatoes;Roots;Spain;0.396;0;0.24
1530;Sweet potatoes;Roots;United States of America;0.225;0;0.24
1324;Tangerines, mandarins, clementines;Fruits;RoW;0.227;0;0.07
1324;Tangerines, mandarins, clementines;Fruits;Spain;0.773;0;0.07
1234;Tomatoes, average;Vegetables;RoW;0.122;0;0.07
1234;Tomatoes, average;Vegetables;France;0.313;0;0.07
1234;Tomatoes, average;Vegetables;Italy;0.217;0;0.07
1234;Tomatoes, average;Vegetables;Morocco;0.161;0;0.07
1234;Tomatoes, average;Vegetables;Spain;0.188;0;0.07
01234_gh;Tomatoes, greenhouse;Vegetables;RoW;0.122;0;0.07
01234_gh;Tomatoes, greenhouse;Vegetables;France;0.313;0;0.07
01234_gh;Tomatoes, greenhouse;Vegetables;Italy;0.217;0;0.07
01234_gh;Tomatoes, greenhouse;Vegetables;Morocco;0.161;0;0.07
01234_gh;Tomatoes, greenhouse;Vegetables;Spain;0.188;0;0.07
01234_of;Tomatoes, openfield;Vegetables;RoW;0.122;0;0.07
01234_of;Tomatoes, openfield;Vegetables;France;0.313;0;0.07
01234_of;Tomatoes, openfield;Vegetables;Italy;0.217;0;0.07
01234_of;Tomatoes, openfield;Vegetables;Morocco;0.161;0;0.07
01234_of;Tomatoes, openfield;Vegetables;Spain;0.188;0;0.07
1191;Triticale;Cereals;RoW;0.001;0;0.045
1191;Triticale;Cereals;France;0.999;0;0.045
1929.02;True hemp, raw or retted;Other;RoW;0.09;0;0.06
1929.02;True hemp, raw or retted;Other;France;0.91;0;0.06
1709.01;Vetches;Other;RoW;1;0;0.06
1376;Walnuts, in shell;Nuts;RoW;0.215;0;0.06
1376;Walnuts, in shell;Nuts;France;0.785;0;0.06
1221;Watermelons;Fruits;RoW;0.126;0;0.07
1221;Watermelons;Fruits;France;0.115;0;0.07
1221;Watermelons;Fruits;Italy;0.131;0;0.07
1221;Watermelons;Fruits;Spain;0.627;0;0.07
111;Wheat, average;Cereals, incl feed;RoW;0.046;0;0.045
111;Wheat, average;Cereals, incl feed;France;0.954;0;0.045
0111_s;Wheat, spring;Cereals;RoW;0.046;0;0.045
0111_s;Wheat, spring;Cereals;France;0.954;0;0.045
0111_w;Wheat, winter;Cereals;RoW;0.046;0;0.045
0111_w;Wheat, winter;Cereals;France;0.954;0;0.045