SUA Code,SUA Name,Category,Producer Country,Share,Organic,Waste
1371,"Almonds, in shell",Nuts,RoW,0.097,0,0.06
1371,"Almonds, in shell",Nuts,Spain,0.131,0,0.06
1371,"Almonds, in shell",Nuts,United States of America,0.772,0,0.06
1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,RoW,0.499,0,0.07
1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Bulgaria,0.1,0,0.07
1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,India,0.139,0,0.07
1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Syrian Arab Republic,0.149,0,0.07
1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Ukraine,0.113,0,0.07
1341,Apples,Fruits,RoW,0.305,0,0.07
1341,Apples,Fruits,Germany,0.407,0,0.07
1341,Apples,Fruits,Italy,0.142,0,0.07
1341,Apples,Fruits,Poland,0.146,0,0.07
1343,Apricots,Fruits,RoW,0.148,0,0.07
1343,Apricots,Fruits,France,0.129,0,0.07
1343,Apricots,Fruits,Spain,0.182,0,0.07
1343,Apricots,Fruits,Turkey,0.541,0,0.07
1216,Artichokes,Vegetables,RoW,0.044,0,0.07
1216,Artichokes,Vegetables,Spain,0.956,0,0.07
1211,Asparagus,Vegetables,RoW,0.185,0,0.07
1211,Asparagus,Vegetables,Germany,0.815,0,0.07
1311,Avocados,Vegetables,RoW,0.101,0,0.07
1311,Avocados,Vegetables,Chile,0.17,0,0.07
1311,Avocados,Vegetables,Israel,0.11,0,0.07
1311,Avocados,Vegetables,Peru,0.3,0,0.07
1311,Avocados,Vegetables,South Africa,0.154,0,0.07
1311,Avocados,Vegetables,Spain,0.166,0,0.07
1312,Bananas,Fruits,RoW,0.198,0,0.07
1312,Bananas,Fruits,Colombia,0.247,0,0.07
1312,Bananas,Fruits,Costa Rica,0.159,0,0.07
1312,Bananas,Fruits,Ecuador,0.396,0,0.07
115,"Barley, average","Cereals, incl feed",RoW,0.123,0,0.045
115,"Barley, average","Cereals, incl feed",Germany,0.877,0,0.045
0115_s,"Barley, spring",Cereals,RoW,0.123,0,0.045
0115_s,"Barley, spring",Cereals,Germany,0.877,0,0.045
0115_w,"Barley, winter",Cereals,RoW,0.123,0,0.045
0115_w,"Barley, winter",Cereals,Germany,0.877,0,0.045
1701,"Beans, dry",Pulses,RoW,0.202,0,0.06
1701,"Beans, dry",Pulses,Canada,0.135,0,0.06
1701,"Beans, dry",Pulses,"China, mainland",0.45,0,0.06
1701,"Beans, dry",Pulses,United States of America,0.112,0,0.06
1701,"Beans, dry",Pulses,Ethiopia,0.101,0,0.06
1355.01,Blueberries,Berries,RoW,0.189,0,0.07
1355.01,Blueberries,Berries,Germany,0.606,0,0.07
1355.01,Blueberries,Berries,Spain,0.205,0,0.07
1377,"Brazil nuts, in shell",Nuts,RoW,0.097,0,0.06
1377,"Brazil nuts, in shell",Nuts,Spain,0.131,0,0.06
1377,"Brazil nuts, in shell",Nuts,United States of America,0.772,0,0.06
1702,"Broad beans and horse beans, dry","Pulses, incl feed",RoW,0.045,0,0.06
1702,"Broad beans and horse beans, dry","Pulses, incl feed",Germany,0.955,0,0.06
1243,"Broad beans and horse beans, green",Vegetables,RoW,0.045,0,0.07
1243,"Broad beans and horse beans, green",Vegetables,Germany,0.955,0,0.07
1192,Buckwheat,Seeds,RoW,1,0,0.06
1212,Cabbages,Vegetables,RoW,0.17,0,0.07
1212,Cabbages,Vegetables,Germany,0.83,0,0.07
1229,Cantaloupes and other melons,Fruits,RoW,0.257,0,0.07
1229,Cantaloupes and other melons,Fruits,Brazil,0.176,0,0.07
1229,Cantaloupes and other melons,Fruits,Spain,0.567,0,0.07
1251,Carrots and turnips,Vegetables,RoW,0.121,0,0.07
1251,Carrots and turnips,Vegetables,Germany,0.708,0,0.07
1251,Carrots and turnips,Vegetables,Netherlands,0.171,0,0.07
1372,"Cashew nuts, in shell",Nuts,RoW,0.371,0,0.06
1372,"Cashew nuts, in shell",Nuts,Ghana,0.104,0,0.06
1372,"Cashew nuts, in shell",Nuts,India,0.251,0,0.06
1372,"Cashew nuts, in shell",Nuts,Côte d'Ivoire,0.275,0,0.06
1213,"Cauliflowers and broccoli, average",Vegetables,RoW,0.257,0,0.07
1213,"Cauliflowers and broccoli, average",Vegetables,Brazil,0.176,0,0.07
1213,"Cauliflowers and broccoli, average",Vegetables,Spain,0.567,0,0.07
01213_b,Broccoli,Vegetables,RoW,0.131,0,0.07
01213_b,Broccoli,Vegetables,France,0.174,0,0.07
01213_b,Broccoli,Vegetables,Germany,0.695,0,0.07
01213_cf,Cauliflowers,Vegetables,RoW,0.131,0,0.07
01213_cf,Cauliflowers,Vegetables,France,0.174,0,0.07
01213_cf,Cauliflowers,Vegetables,Germany,0.695,0,0.07
1199.9,Cereals n.e.c.,Cereals,RoW,0.016,0,0.045
1199.9,Cereals n.e.c.,Cereals,Germany,0.984,0,0.045
1344.02,Cherries,Berries,RoW,0.38,0,0.07
1344.02,Cherries,Berries,Germany,0.413,0,0.07
1344.02,Cherries,Berries,Turkey,0.207,0,0.07
1373,"Chestnuts, in shell",Nuts,RoW,0.222,0,0.06
1373,"Chestnuts, in shell",Nuts,France,0.151,0,0.06
1373,"Chestnuts, in shell",Nuts,Italy,0.381,0,0.06
1373,"Chestnuts, in shell",Nuts,Portugal,0.101,0,0.06
1373,"Chestnuts, in shell",Nuts,Spain,0.145,0,0.06
1703,"Chick peas, dry",Pulses,RoW,0.256,0,0.06
1703,"Chick peas, dry",Pulses,Argentina,0.169,0,0.06
1703,"Chick peas, dry",Pulses,Canada,0.107,0,0.06
1703,"Chick peas, dry",Pulses,India,0.132,0,0.06
1703,"Chick peas, dry",Pulses,Turkey,0.336,0,0.06
1652,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,RoW,0.214,0,0.07
1652,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,Netherlands,0.296,0,0.07
1652,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,Spain,0.49,0,0.07
1640,Cocoa beans,Stimulants,RoW,0.335,0,0.07
1640,Cocoa beans,Stimulants,Ghana,0.231,0,0.07
1640,Cocoa beans,Stimulants,Côte d'Ivoire,0.433,0,0.07
1460,"Coconut, in shell",Nuts,RoW,0.066,0,0.06
1460,"Coconut, in shell",Nuts,Indonesia,0.546,0,0.06
1460,"Coconut, in shell",Nuts,Philippines,0.388,0,0.06
1610,"Coffee, green",Stimulants,RoW,0.621,0,0.07
1610,"Coffee, green",Stimulants,Brazil,0.379,0,0.07
1232,"Cucumbers and gherkins, averrage",Vegetables,RoW,0.062,0,0.07
1232,"Cucumbers and gherkins, averrage",Vegetables,Germany,0.319,0,0.07
1232,"Cucumbers and gherkins, averrage",Vegetables,Netherlands,0.293,0,0.07
1232,"Cucumbers and gherkins, averrage",Vegetables,Spain,0.326,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,RoW,0.062,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,Germany,0.319,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,Netherlands,0.293,0,0.07
01232_gh,"Cucumbers and gherkins, greenhouse",Vegetables,Spain,0.326,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,RoW,0.062,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,Germany,0.319,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,Netherlands,0.293,0,0.07
01232_of,"Cucumbers and gherkins, openfield",Vegetables,Spain,0.326,0,0.07
1351.01,Currants,Berries,RoW,0.181,0,0.07
1351.01,Currants,Berries,Denmark,0.165,0,0.07
1351.01,Currants,Berries,Germany,0.49,0,0.07
1351.01,Currants,Berries,Poland,0.164,0,0.07
1314,Dates,Fruits,RoW,0.278,0,0.07
1314,Dates,Fruits,Pakistan,0.121,0,0.07
1314,Dates,Fruits,Tunisia,0.601,0,0.07
1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,RoW,0.416,0,0.24
1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,"China, mainland",0.269,0,0.24
1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,Togo,0.315,0,0.24
1233,Eggplants (aubergines),Vegetables,RoW,0.077,0,0.07
1233,Eggplants (aubergines),Vegetables,Netherlands,0.357,0,0.07
1233,Eggplants (aubergines),Vegetables,Spain,0.566,0,0.07
1315,Figs,Fruits,RoW,0.062,0,0.07
1315,Figs,Fruits,Turkey,0.938,0,0.07
1351.02,Gooseberries,Berries,Germany,0.993,0,0.07
1351.02,Gooseberries,Berries,RoW,0.007,0,0.07
1330,Grapes,Fruits,RoW,0.318,0,0.07
1330,Grapes,Fruits,Germany,0.371,0,0.07
1330,Grapes,Fruits,Italy,0.21,0,0.07
1330,Grapes,Fruits,Spain,0.1,0,0.07
1290.01,Green corn (maize),Vegetables,RoW,0.174,0,0.07
1290.01,Green corn (maize),Vegetables,France,0.265,0,0.07
1290.01,Green corn (maize),Vegetables,Hungary,0.561,0,0.07
1252,Green garlic,Vegetables,RoW,0.152,0,0.07
1252,Green garlic,Vegetables,"China, mainland",0.273,0,0.07
1252,Green garlic,Vegetables,Italy,0.107,0,0.07
1252,Green garlic,Vegetables,Spain,0.467,0,0.07
142,"Groundnuts, excluding shelled",Nuts,RoW,0.097,0,0.06
142,"Groundnuts, excluding shelled",Nuts,Spain,0.131,0,0.06
142,"Groundnuts, excluding shelled",Nuts,United States of America,0.772,0,0.06
1374,"Hazelnuts, in shell",Nuts,RoW,0.151,0,0.06
1374,"Hazelnuts, in shell",Nuts,Georgia,0.124,0,0.06
1374,"Hazelnuts, in shell",Nuts,Turkey,0.725,0,0.06
1352,Kiwi fruit,Fruits,RoW,0.184,0,0.07
1352,Kiwi fruit,Fruits,Italy,0.64,0,0.07
1352,Kiwi fruit,Fruits,New Zealand,0.175,0,0.07
1254,Leeks and other alliaceous vegetables,Vegetables,RoW,0.255,0,0.07
1254,Leeks and other alliaceous vegetables,Vegetables,Germany,0.745,0,0.07
1322,Lemons and limes,Fruits,RoW,0.217,0,0.07
1322,Lemons and limes,Fruits,Argentina,0.138,0,0.07
1322,Lemons and limes,Fruits,Spain,0.645,0,0.07
1704,"Lentils, dry (organic)",Pulses,RoW,0.043,0,0.06
1704,"Lentils, dry (organic)",Pulses,Canada,0.547,0,0.06
1704,"Lentils, dry (organic)",Pulses,Turkey,0.283,0,0.06
1704,"Lentils, dry (organic)",Pulses,United States of America,0.127,0,0.06
1214,Lettuce and chicory,Vegetables,RoW,0.196,0,0.07
1214,Lettuce and chicory,Vegetables,Germany,0.539,0,0.07
1214,Lettuce and chicory,Vegetables,Spain,0.265,0,0.07
1441,Linseed,Seeds,RoW,0.153,0,0.06
1441,Linseed,Seeds,Canada,0.25,0,0.06
1441,Linseed,Seeds,Kazakhstan,0.216,0,0.06
1441,Linseed,Seeds,Russian Federation,0.381,0,0.06
1709.02,Lupins,Pulses,RoW,0.045,0,0.06
1709.02,Lupins,Pulses,Germany,0.955,0,0.06
112,Maize (corn),"Cereals, incl feed",RoW,0.269,0,0.045
112,Maize (corn),"Cereals, incl feed",France,0.107,0,0.045
112,Maize (corn),"Cereals, incl feed",Germany,0.624,0,0.045
1316,"Mangoes, guavas and mangosteens",Fruits,RoW,0.297,0,0.07
1316,"Mangoes, guavas and mangosteens",Fruits,Brazil,0.378,0,0.07
1316,"Mangoes, guavas and mangosteens",Fruits,Peru,0.325,0,0.07
118,Millet,Cereals,RoW,0.304,0,0.045
118,Millet,Cereals,Poland,0.132,0,0.045
118,Millet,Cereals,Russian Federation,0.31,0,0.045
118,Millet,Cereals,Ukraine,0.254,0,0.045
1199.02,Mixed grain,Cereals,RoW,0.016,0,0.045
1199.02,Mixed grain,Cereals,Germany,0.984,0,0.045
1270,Mushrooms and truffles,Mushrooms,RoW,0.152,0,0.07
1270,Mushrooms and truffles,Mushrooms,Germany,0.214,0,0.07
1270,Mushrooms and truffles,Mushrooms,Netherlands,0.322,0,0.07
1270,Mushrooms and truffles,Mushrooms,Poland,0.313,0,0.07
117,Oats,"Cereals, incl feed",RoW,0.154,0,0.045
117,Oats,"Cereals, incl feed",Finland,0.183,0,0.045
117,Oats,"Cereals, incl feed",Germany,0.664,0,0.045
1491.01,Oil palm fruit,"Oil crops, tree",RoW,1,0,0.06
1450,Olives,"Oil crops, tree",RoW,0.103,0,0.06
1450,Olives,"Oil crops, tree",Greece,0.191,0,0.06
1450,Olives,"Oil crops, tree",Italy,0.357,0,0.06
1450,Olives,"Oil crops, tree",Spain,0.35,0,0.06
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,RoW,0.11,0,0.07
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Germany,0.633,0,0.07
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Netherlands,0.122,0,0.07
1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Spain,0.135,0,0.07
1323,Oranges,Fruits,RoW,0.27,0,0.07
1323,Oranges,Fruits,Brazil,0.232,0,0.07
1323,Oranges,Fruits,Spain,0.498,0,0.07
1241.9,"Other beans, green",Vegetables,RoW,0.335,0,0.07
1241.9,"Other beans, green",Vegetables,Germany,0.665,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,RoW,0.766,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,"China, mainland",0.117,0,0.07
1359.9,"Other fruits, n.e.c.",Fruits,Spain,0.118,0,0.07
1449.9,"Other oil seeds, n.e.c.",Oil crops,RoW,1,0,0.06
1709.9,Other pulses n.e.c.,Pulses,RoW,0.202,0,0.06
1709.9,Other pulses n.e.c.,Pulses,Canada,0.135,0,0.06
1709.9,Other pulses n.e.c.,Pulses,"China, mainland",0.45,0,0.06
1709.9,Other pulses n.e.c.,Pulses,United States of America,0.112,0,0.06
1709.9,Other pulses n.e.c.,Pulses,Ethiopia,0.101,0,0.06
1699,"Other stimulant, spice and aromatic crops, n.e.c.",Stimulants,RoW,1,0,0.07
1290.9,"Other vegetables, fresh n.e.c.",Vegetables,RoW,0.766,0,0.07
1290.9,"Other vegetables, fresh n.e.c.",Vegetables,"China, mainland",0.234,0,0.07
1317,Papayas,Fruits,Brazil,0.66,0,0.07
1317,Papayas,Fruits,RoW,0.077,0,0.07
1317,Papayas,Fruits,Ecuador,0.152,0,0.07
1317,Papayas,Fruits,Ghana,0.11,0,0.07
1345,Peaches and nectarines,Fruits,RoW,0.042,0,0.07
1345,Peaches and nectarines,Fruits,Italy,0.413,0,0.07
1345,Peaches and nectarines,Fruits,Spain,0.545,0,0.07
1342.01,Pears,Fruits,RoW,0.33,0,0.07
1342.01,Pears,Fruits,Germany,0.206,0,0.07
1342.01,Pears,Fruits,Italy,0.236,0,0.07
1342.01,Pears,Fruits,Netherlands,0.228,0,0.07
1705,"Peas, dry","Pulses, incl feed",RoW,0.263,0,0.06
1705,"Peas, dry","Pulses, incl feed",France,0.148,0,0.06
1705,"Peas, dry","Pulses, incl feed",Germany,0.589,0,0.06
1242,"Peas, green",Vegetables,RoW,0.187,0,0.07
1242,"Peas, green",Vegetables,Germany,0.813,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,Brazil,0.467,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,RoW,0.208,0,0.07
1651,"Pepper (Piper spp.), raw",Vegetables,Indonesia,0.325,0,0.07
1318,Pineapples,Fruits,RoW,0.269,0,0.07
1318,Pineapples,Fruits,Costa Rica,0.442,0,0.07
1318,Pineapples,Fruits,Thailand,0.289,0,0.07
1313,Plantains and cooking bananas,Fruits,RoW,1,0,0.07
1346,Plums and sloes,Fruits,RoW,0.359,0,0.07
1346,Plums and sloes,Fruits,Chile,0.18,0,0.07
1346,Plums and sloes,Fruits,Germany,0.275,0,0.07
1346,Plums and sloes,Fruits,United States of America,0.186,0,0.07
1321,Pomelos and grapefruits,Fruits,RoW,0.152,0,0.07
1321,Pomelos and grapefruits,Fruits,"China, mainland",0.255,0,0.07
1321,Pomelos and grapefruits,Fruits,Israel,0.132,0,0.07
1321,Pomelos and grapefruits,Fruits,South Africa,0.197,0,0.07
1321,Pomelos and grapefruits,Fruits,Spain,0.156,0,0.07
1321,Pomelos and grapefruits,Fruits,United States of America,0.109,0,0.07
1448,Poppy seed,Seeds,RoW,0.076,0,0.06
1448,Poppy seed,Seeds,France,0.111,0,0.06
1448,Poppy seed,Seeds,Germany,0.335,0,0.06
1448,Poppy seed,Seeds,Czechia,0.126,0,0.06
1448,Poppy seed,Seeds,Spain,0.102,0,0.06
1448,Poppy seed,Seeds,Turkey,0.251,0,0.06
1510,Potatoes,Roots,RoW,0.12,0,0.24
1510,Potatoes,Roots,Germany,0.88,0,0.24
1235,"Pumpkins, squash and gourds",Vegetables,RoW,0.129,0,0.07
1235,"Pumpkins, squash and gourds",Vegetables,Germany,0.536,0,0.07
1235,"Pumpkins, squash and gourds",Vegetables,Spain,0.335,0,0.07
1342.02,Quinces,Other,RoW,0.07,0,0.06
1342.02,Quinces,Other,Spain,0.242,0,0.06
1342.02,Quinces,Other,Turkey,0.688,0,0.06
1194,Quinoa,Seeds,Bolivia (Plurinational State of),0.624,0,0.06
1194,Quinoa,Seeds,RoW,0.064,0,0.06
1194,Quinoa,Seeds,Peru,0.312,0,0.06
1443,Rape or colza seed,Oil crops,RoW,0.452,0,0.06
1443,Rape or colza seed,Oil crops,Germany,0.548,0,0.06
01443_s,"Rape or colza seed, spring",Oil crops,RoW,0.452,0,0.06
01443_s,"Rape or colza seed, spring",Oil crops,Germany,0.548,0,0.06
01443_w,"Rape or colza seed, winter",Oil crops,RoW,0.452,0,0.06
01443_w,"Rape or colza seed, winter",Oil crops,Germany,0.548,0,0.06
1353.01,Raspberries,Berries,RoW,0.189,0,0.07
1353.01,Raspberries,Berries,Germany,0.606,0,0.07
1353.01,Raspberries,Berries,Spain,0.205,0,0.07
113,Rice,Cereals,RoW,0.016,0,0.045
113,Rice,Cereals,Germany,0.984,0,0.045
116,Rye,"Cereals, incl feed",RoW,0.098,0,0.045
116,Rye,"Cereals, incl feed",Germany,0.902,0,0.045
114,Sorghum,Cereals,Argentina,0.907,0,0.045
114,Sorghum,Cereals,RoW,0.093,0,0.045
1344.01,Sour cherries,Fruits,RoW,0.214,0,0.07
1344.01,Sour cherries,Fruits,Germany,0.277,0,0.07
1344.01,Sour cherries,Fruits,Hungary,0.304,0,0.07
1344.01,Sour cherries,Fruits,Serbia,0.206,0,0.07
141,Soya beans,Pulses,Argentina,0.117,0,0.06
141,Soya beans,Pulses,RoW,0.227,0,0.06
141,Soya beans,Pulses,Brazil,0.449,0,0.06
141,Soya beans,Pulses,United States of America,0.207,0,0.06
1215,Spinach,Vegetables,RoW,0.213,0,0.07
1215,Spinach,Vegetables,Germany,0.787,0,0.07
1354,Strawberries,Fruits,RoW,0.096,0,0.07
1354,Strawberries,Fruits,Germany,0.573,0,0.07
1354,Strawberries,Fruits,Spain,0.332,0,0.07
1801,Sugar beet,Sugar crops,RoW,0.154,0,0.045
1801,Sugar beet,Sugar crops,Germany,0.846,0,0.045
1802,Sugar cane,Sugar crops,RoW,0.154,0,0.045
1802,Sugar cane,Sugar crops,Germany,0.846,0,0.045
1445,Sunflower seed,Oil crops,RoW,0.374,0,0.06
1445,Sunflower seed,Oil crops,France,0.1,0,0.06
1445,Sunflower seed,Oil crops,Hungary,0.293,0,0.06
1445,Sunflower seed,Oil crops,Romania,0.103,0,0.06
1445,Sunflower seed,Oil crops,Ukraine,0.13,0,0.06
1530,Sweet potatoes,Roots,RoW,0.334,0,0.24
1530,Sweet potatoes,Roots,Spain,0.151,0,0.24
1530,Sweet potatoes,Roots,United States of America,0.515,0,0.24
1324,"Tangerines, mandarins, clementines",Fruits,RoW,0.061,0,0.07
1324,"Tangerines, mandarins, clementines",Fruits,Spain,0.939,0,0.07
1234,"Tomatoes, average",Vegetables,RoW,0.265,0,0.07
1234,"Tomatoes, average",Vegetables,Italy,0.453,0,0.07
1234,"Tomatoes, average",Vegetables,Netherlands,0.104,0,0.07
1234,"Tomatoes, average",Vegetables,Spain,0.178,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,RoW,0.265,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,Italy,0.453,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,Netherlands,0.104,0,0.07
01234_gh,"Tomatoes, greenhouse",Vegetables,Spain,0.178,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,RoW,0.265,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,Italy,0.453,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,Netherlands,0.104,0,0.07
01234_of,"Tomatoes, openfield",Vegetables,Spain,0.178,0,0.07
1191,Triticale,Cereals,RoW,0.058,0,0.045
1191,Triticale,Cereals,Germany,0.942,0,0.045
1929.02,"True hemp, raw or retted",Other,RoW,0.016,0,0.06
1929.02,"True hemp, raw or retted",Other,Germany,0.984,0,0.06
1709.01,Vetches,Other,RoW,1,0,0.06
1376,"Walnuts, in shell",Nuts,RoW,0.267,0,0.06
1376,"Walnuts, in shell",Nuts,Germany,0.389,0,0.06
1376,"Walnuts, in shell",Nuts,United States of America,0.343,0,0.06
1221,Watermelons,Fruits,RoW,0.194,0,0.07
1221,Watermelons,Fruits,Italy,0.183,0,0.07
1221,Watermelons,Fruits,Spain,0.624,0,0.07
111,"Wheat, average","Cereals, incl feed",RoW,0.196,0,0.045
111,"Wheat, average","Cereals, incl feed",Germany,0.804,0,0.045
0111_s,"Wheat, spring",Cereals,RoW,0.196,0,0.045
0111_s,"Wheat, spring",Cereals,Germany,0.804,0,0.045
0111_w,"Wheat, winter",Cereals,RoW,0.196,0,0.045
0111_w,"Wheat, winter",Cereals,Germany,0.804,0,0.045